Text,Character,Affiliation,Season,Episode,EpisodeName
You’re Tyrion Lannister. The queen’s brother?,JON SNOW,WALL,1,1,Winter is Coming
"  And you, Stark.",JON SNOW,WALL,1,2,The Kingsroad
"  I wish I could be here when you wake up. I'm going north with Uncle Benjen. I'm taking the black. I know we always talked about seeing the Wall together, but you'll be able to come visit me at Castle Black when you're better. I'll know my way around by then. I'll be a sworn brother of the Night's Watch. We can go out walking beyond the Wall, if you're not afraid.",JON SNOW,WALL,1,2,The Kingsroad
"  I'm going to miss you... Careful... All the best swords have names, you know.",JON SNOW,WALL,1,2,The Kingsroad
" Ask me nicely and maybe I'll tell you, dwarf.",JON SNOW,WALL,1,2,The Kingsroad
" Is my mother alive? Does she know about me? Where I am, where I'm going? Does she care?",JON SNOW,WALL,1,2,The Kingsroad
" So are you. I had the blacksmith make it for you special. It won't hack a man's head off, but it can poke him full of holes if you're quick enough.",JON SNOW,WALL,1,2,The Kingsroad
Close the door. This is no toy. Be careful you don't cut yourself.,JON SNOW,WALL,1,2,The Kingsroad
First lesson: Stick them with the pointy end.,JON SNOW,WALL,1,2,The Kingsroad
I already have one.,JON SNOW,WALL,1,2,The Kingsroad
I came to say goodbye to Bran.,JON SNOW,WALL,1,2,The Kingsroad
I have something for you. And it has to be packed very carefully.,JON SNOW,WALL,1,2,The Kingsroad
Impressive.,JON SNOW,WALL,1,2,The Kingsroad
Is this a trick?,JON SNOW,WALL,1,2,The Kingsroad
It was always my color.,JON SNOW,WALL,1,2,The Kingsroad
It's good you've got help.,JON SNOW,WALL,1,2,The Kingsroad
Of course I have.,JON SNOW,WALL,1,2,The Kingsroad
She was very kind.,JON SNOW,WALL,1,2,The Kingsroad
Soon enough.,JON SNOW,WALL,1,2,The Kingsroad
The Night's Watch protects the realm from...,JON SNOW,WALL,1,2,The Kingsroad
Until your brother killed that King.,JON SNOW,WALL,1,2,The Kingsroad
We've guarded the Kingdoms for 8 000 years.,JON SNOW,WALL,1,2,The Kingsroad
Why do you read so much?,JON SNOW,WALL,1,2,The Kingsroad
You Starks are hard to kill.,JON SNOW,WALL,1,2,The Kingsroad
You'll have to work at it every day. How does it feel? Do you like the balance?,JON SNOW,WALL,1,2,The Kingsroad
"  I'm sorry to see you leave, Lannister.",JON SNOW,WALL,1,3,Lord Snow
"  If you see my brother Bran, tell him I miss him. Tell him I'd visit if I could.",JON SNOW,WALL,1,3,Lord Snow
" Farewell, My Lord.",JON SNOW,WALL,1,3,Lord Snow
But I'm better than every...,JON SNOW,WALL,1,3,Lord Snow
Don't stand so still. It's harder to hit a moving target. Except for you. You move too much. I could just hold my sword out and let you do the work for me.,JON SNOW,WALL,1,3,Lord Snow
Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same.,JON SNOW,WALL,1,3,Lord Snow
He'll never walk again.,JON SNOW,WALL,1,3,Lord Snow
It's an improvement.,JON SNOW,WALL,1,3,Lord Snow
m ready. I won't let you down.,JON SNOW,WALL,1,3,Lord Snow
They hate me because I'm better than they are.,JON SNOW,WALL,1,3,Lord Snow
What kind of reports?,JON SNOW,WALL,1,3,Lord Snow
Will you stop at Winterfell on your way South?,JON SNOW,WALL,1,3,Lord Snow
You're leaving?,JON SNOW,WALL,1,3,Lord Snow
"  As a matter of fact, I'm the same as you.",JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
"  I came very close once. I was alone in a room with a naked girl, but...",JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
"  Yes, he is.",JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
"  You can't fight. You can't see. You're afraid of heights and almost everything else probably. What are you doing here, Sam?",JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
" I never met my mother. My father wouldn't even tell me her name. I don't know if she's living or dead. I don't know if she's a noblewoman or a fisherman's wife... Or a whore. So I sat there in the brothel as Ros took off her clothes. But I couldn't do it. Because all I could think was what if I got her pregnant and she had a child, another bastard named Snow? It's not a good life for a child.",JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
" It's not going to get any easier, you know? You'll have to defend yourself.",JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
" Leg, shoulder, leg. Left foot forward. Good. Now pivot as you deliver the stroke. Put all your weight behind it.",JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
" That's enough. Sam's no different from the rest of us. There was no place for him in the world, so he's come here. We're not going to hurt him in the training yard anymore. Never again, no matter what Thorne says. He's our brother now and we're going to protect him.",JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
And why is my surname Snow?,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
Are you sure you want to do this?,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
Better.,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
Come stand by the fire. It's warmer.,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
Enough! He yielded.,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
He wasn't hungry.,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
I build my own fires.,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
I didn't think you'd be so upset about it.,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
I know where to put it.,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
I wouldn't doubt it.,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
I've had worse.,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
No one touches Sam.,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
Red.,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
Sally on the side?,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
The Wall's no place for cowards.,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
Watch duty. With Sam.,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
Well… You can't get any worse.,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
What's my name?,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
You don't want to know.,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
You're not. You're freezing.,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
Young and gorgeous. A whore named Ros.,JON SNOW,WALL,1,4,"Cripples, Bastards, and Broken Things"
"  I do, my lord.",JON SNOW,WALL,1,7,You Win or You Die
"  I just, I always wanted to be a Ranger.",JON SNOW,WALL,1,7,You Win or You Die
"  I see Ser Alliser's revenge, that's all.",JON SNOW,WALL,1,7,You Win or You Die
"  Yes, my lord.",JON SNOW,WALL,1,7,You Win or You Die
Do you take me for a servant?,JON SNOW,WALL,1,7,You Win or You Die
Hear my words and bear witness to my vow.,JON SNOW,WALL,1,7,You Win or You Die
I want to find my Uncle.,JON SNOW,WALL,1,7,You Win or You Die
May I go?,JON SNOW,WALL,1,7,You Win or You Die
That's my Uncle Benjen's horse.,JON SNOW,WALL,1,7,You Win or You Die
There's no rider.,JON SNOW,WALL,1,7,You Win or You Die
Why is he alone?,JON SNOW,WALL,1,7,You Win or You Die
Will I serve the Lord Commander's meals and fetch hot water for his bath.,JON SNOW,WALL,1,7,You Win or You Die
"  Commander!Othor gets back on his feet, pulling out Jon's sword out of his chest. Outside of the room, Ghost goes beserk, trying to get in.",JON SNOW,WALL,1,8,The Pointy End
"  Ghost, what's wrong? Is something out there?",JON SNOW,WALL,1,8,The Pointy End
"  Just these two, My Lord. Been dead awhile, I'd say.",JON SNOW,WALL,1,8,The Pointy End
Commander?,JON SNOW,WALL,1,8,The Pointy End
Hello?,JON SNOW,WALL,1,8,The Pointy End
How do you know that?,JON SNOW,WALL,1,8,The Pointy End
Is there any word of my father?,JON SNOW,WALL,1,8,The Pointy End
Move move!,JON SNOW,WALL,1,8,The Pointy End
My sisters were in King's Landing too.,JON SNOW,WALL,1,8,The Pointy End
Stay.,JON SNOW,WALL,1,8,The Pointy End
We should burn them.,JON SNOW,WALL,1,8,The Pointy End
What else did the book say?,JON SNOW,WALL,1,8,The Pointy End
"  He would do whatever was right, no matter what.",JON SNOW,WALL,1,9,Baelor
"  My lord, you honor me, but l can't –",JON SNOW,WALL,1,9,Baelor
"  Soon, he says.",JON SNOW,WALL,1,9,Baelor
"  Yes, my lord.",JON SNOW,WALL,1,9,Baelor
"  Yes, my lord.",JON SNOW,WALL,1,9,Baelor
"  You do not know. No one knows. l may be a bastard, but he is my father and Robb is my brother.",JON SNOW,WALL,1,9,Baelor
And this is my day? ls that what you're saying?,JON SNOW,WALL,1,9,Baelor
And yet you really want to say. You want to say that…,JON SNOW,WALL,1,9,Baelor
At what?,JON SNOW,WALL,1,9,Baelor
l should be there. l should be with him.,JON SNOW,WALL,1,9,Baelor
l'll apologize to Ser Alliser tonight.,JON SNOW,WALL,1,9,Baelor
No.,JON SNOW,WALL,1,9,Baelor
Sam said you wanted to see me?,JON SNOW,WALL,1,9,Baelor
Sam told you.,JON SNOW,WALL,1,9,Baelor
This is Valyrian steel.,JON SNOW,WALL,1,9,Baelor
What is it?,JON SNOW,WALL,1,9,Baelor
What? What about him?,JON SNOW,WALL,1,9,Baelor
Who are you?,JON SNOW,WALL,1,9,Baelor
You can't what?,JON SNOW,WALL,1,9,Baelor
You're Aemon Targaryen.,JON SNOW,WALL,1,9,Baelor
"  Get out of my way, Sam.",JON SNOW,WALL,1,10,Fire and Blood
Better than you do.,JON SNOW,WALL,1,10,Fire and Blood
Beyond the Wall?,JON SNOW,WALL,1,10,Fire and Blood
Ghost?,JON SNOW,WALL,1,10,Fire and Blood
Hyah!,JON SNOW,WALL,1,10,Fire and Blood
I don't care about –,JON SNOW,WALL,1,10,Fire and Blood
l belong with my brother.,JON SNOW,WALL,1,10,Fire and Blood
l have to.,JON SNOW,WALL,1,10,Fire and Blood
l'm gonna find my brother and put a sword through King Joffrey's throat. (gets on horseback),JON SNOW,WALL,1,10,Fire and Blood
Move.,JON SNOW,WALL,1,10,Fire and Blood
Move.,JON SNOW,WALL,1,10,Fire and Blood
My friends brought me back.,JON SNOW,WALL,1,10,Fire and Blood
No.,JON SNOW,WALL,1,10,Fire and Blood
No.,JON SNOW,WALL,1,10,Fire and Blood
They killed my father.,JON SNOW,WALL,1,10,Fire and Blood
They'll kill you if they know you came after me. Go back.,JON SNOW,WALL,1,10,Fire and Blood
To hell with all of you.,JON SNOW,WALL,1,10,Fire and Blood
(Standing off to the side of the room) We're not Southerners.,JON SNOW,WALL,2,1,The North Remembers
Having a rough time of it?,JON SNOW,WALL,2,1,The North Remembers
He marries his daughters. What does he do with his sons?,JON SNOW,WALL,2,1,The North Remembers
Jon Snow.,JON SNOW,WALL,2,1,The North Remembers
Jon Snow.,JON SNOW,WALL,2,1,The North Remembers
Lord commander.,JON SNOW,WALL,2,1,The North Remembers
What happens to the boys?,JON SNOW,WALL,2,1,The North Remembers
Your steward.,JON SNOW,WALL,2,1,The North Remembers
" Do what, ask her a question?",JON SNOW,WALL,2,2,The Night Lands
" Hello, Gilly. What’re you doing?",JON SNOW,WALL,2,2,The Night Lands
" I'm sorry Sam, we can't help her.",JON SNOW,WALL,2,2,The Night Lands
" I'm sorry, Sam knows we're not supposed to -",JON SNOW,WALL,2,2,The Night Lands
" If it's a boy what? (Gilly looks around and then down, not answering). You want us to risk our lives for you, and you won't even tell us why.",JON SNOW,WALL,2,2,The Night Lands
" No it doesn't sound a bit mad, it's impossible.",JON SNOW,WALL,2,2,The Night Lands
" We're heading deeper and deeper into wildling territory. We can't take a girl with us. Mormont wouldn't have it. And even if he would, what would we do with her? Who's gonna deliver her baby? You?",JON SNOW,WALL,2,2,The Night Lands
Cruel! Sam are you in such a hurry to lose a hand?,JON SNOW,WALL,2,2,The Night Lands
It's just not possible.,JON SNOW,WALL,2,2,The Night Lands
No you just want to steal her. What do you think Craster cuts off for that?,JON SNOW,WALL,2,2,The Night Lands
Sam we can't take her -,JON SNOW,WALL,2,2,The Night Lands
What happens to the boys? What does he do with his sons?,JON SNOW,WALL,2,2,The Night Lands
What? (Stands up).,JON SNOW,WALL,2,2,The Night Lands
What’re you doing?,JON SNOW,WALL,2,2,The Night Lands
" I followed him. He took the baby into the woods, the newborn.",JON SNOW,WALL,2,3,What Is Dead May Never Die
" No, you don't understand. He's killing them, all the boys.",JON SNOW,WALL,2,3,What Is Dead May Never Die
I saw it. I saw something take that child.,JON SNOW,WALL,2,3,What Is Dead May Never Die
Lord Commander,JON SNOW,WALL,2,3,What Is Dead May Never Die
Offerings? He's murdering his own children. He's a monster.,JON SNOW,WALL,2,3,What Is Dead May Never Die
You know.,JON SNOW,WALL,2,3,What Is Dead May Never Die
" Lord Commander, I'd like to join Lord Qhorin.",JON SNOW,WALL,2,5,The Ghost of Harrenhal
A fire.,JON SNOW,WALL,2,5,The Ghost of Harrenhal
I heard the Halfhand spent half of last winter beyond the Wall.,JON SNOW,WALL,2,5,The Ghost of Harrenhal
I think they were afraid. I think they came here to get away from something. And I don't think it worked.,JON SNOW,WALL,2,5,The Ghost of Harrenhal
I've fought and killed a wight. How many rangers can say that?,JON SNOW,WALL,2,5,The Ghost of Harrenhal
Look. It's Qhorin Halfhand.,JON SNOW,WALL,2,5,The Ghost of Harrenhal
My uncle told me stories about him.,JON SNOW,WALL,2,5,The Ghost of Harrenhal
One blast is for rangers returning. Wildlings is two blasts.,JON SNOW,WALL,2,5,The Ghost of Harrenhal
So it is possible for someone to survive out here on their own.,JON SNOW,WALL,2,5,The Ghost of Harrenhal
When will he come?,JON SNOW,WALL,2,5,The Ghost of Harrenhal
Where?,JON SNOW,WALL,2,5,The Ghost of Harrenhal
" Ghost, stay with us. Ghost!",JON SNOW,WALL,2,6,The Old Gods and the New
" No. No, I'll do it.",JON SNOW,WALL,2,6,The Old Gods and the New
(nods),JON SNOW,WALL,2,6,The Old Gods and the New
(sighs),JON SNOW,WALL,2,6,The Old Gods and the New
A girl.,JON SNOW,WALL,2,6,The Old Gods and the New
Can't. Someone might see the smoke.,JON SNOW,WALL,2,6,The Old Gods and the New
Ghost is different.,JON SNOW,WALL,2,6,The Old Gods and the New
He's not a pet.,JON SNOW,WALL,2,6,The Old Gods and the New
I do.,JON SNOW,WALL,2,6,The Old Gods and the New
I thought you said you couldn't know wild things.,JON SNOW,WALL,2,6,The Old Gods and the New
I wasn't joking.,JON SNOW,WALL,2,6,The Old Gods and the New
I'll find them.,JON SNOW,WALL,2,6,The Old Gods and the New
I'll gladly give my life.,JON SNOW,WALL,2,6,The Old Gods and the New
I'm as much a crow as they are.,JON SNOW,WALL,2,6,The Old Gods and the New
I'm Jon Snow.,JON SNOW,WALL,2,6,The Old Gods and the New
My father always said I'm of the North.,JON SNOW,WALL,2,6,The Old Gods and the New
No fire.,JON SNOW,WALL,2,6,The Old Gods and the New
No fire.,JON SNOW,WALL,2,6,The Old Gods and the New
Stop it!,JON SNOW,WALL,2,6,The Old Gods and the New
Stop moving.,JON SNOW,WALL,2,6,The Old Gods and the New
There's no shelter anywhere.,JON SNOW,WALL,2,6,The Old Gods and the New
We could do the same.,JON SNOW,WALL,2,6,The Old Gods and the New
We could question her.,JON SNOW,WALL,2,6,The Old Gods and the New
We start again at first light. Get some sleep.,JON SNOW,WALL,2,6,The Old Gods and the New
We'll stop here. Too dark to go any farther today.,JON SNOW,WALL,2,6,The Old Gods and the New
What's your name?,JON SNOW,WALL,2,6,The Old Gods and the New
Yes.,JON SNOW,WALL,2,6,The Old Gods and the New
Yes.,JON SNOW,WALL,2,6,The Old Gods and the New
You're still moving.,JON SNOW,WALL,2,6,The Old Gods and the New
" If you're my prisoner, you're not a free woman. That's what ""prisoner"" means.",JON SNOW,WALL,2,7,A Man Without Honor
" Invade your lands? Wildlings raid our lands all the time. Some of them tried to kill my little brother, a crippled boy!",JON SNOW,WALL,2,7,A Man Without Honor
" My father was Ned Stark. I have the blood of the First Men. My ancestors lived here, same as yours.",JON SNOW,WALL,2,7,A Man Without Honor
" No. No, you serve Mance Rayder, the King beyond the Wall.",JON SNOW,WALL,2,7,A Man Without Honor
" There are no women of the Night's Watch, no.",JON SNOW,WALL,2,7,A Man Without Honor
" You're a free woman? I might be your prisoner, but I'm a free woman.",JON SNOW,WALL,2,7,A Man Without Honor
Don't call them that.,JON SNOW,WALL,2,7,A Man Without Honor
Enough!,JON SNOW,WALL,2,7,A Man Without Honor
I know how to do it.,JON SNOW,WALL,2,7,A Man Without Honor
I'm a man of the Night's Watch.,JON SNOW,WALL,2,7,A Man Without Honor
It was my choice to say the words.,JON SNOW,WALL,2,7,A Man Without Honor
Let's move.,JON SNOW,WALL,2,7,A Man Without Honor
Move!,JON SNOW,WALL,2,7,A Man Without Honor
Neither. Both.,JON SNOW,WALL,2,7,A Man Without Honor
Never. We swore an oath.,JON SNOW,WALL,2,7,A Man Without Honor
No.,JON SNOW,WALL,2,7,A Man Without Honor
Nothing happened between you and me.,JON SNOW,WALL,2,7,A Man Without Honor
Of course I like girls. But you chose never to touch them.,JON SNOW,WALL,2,7,A Man Without Honor
That's enough.,JON SNOW,WALL,2,7,A Man Without Honor
That's the price you pay if you want to be a man of the Night's Watch.,JON SNOW,WALL,2,7,A Man Without Honor
Turn back around.,JON SNOW,WALL,2,7,A Man Without Honor
Walk.,JON SNOW,WALL,2,7,A Man Without Honor
We're close.,JON SNOW,WALL,2,7,A Man Without Honor
We're close.,JON SNOW,WALL,2,7,A Man Without Honor
Would you please shut up?,JON SNOW,WALL,2,7,A Man Without Honor
" I couldn't do it. I had the sword on her neck, I just couldn't",JON SNOW,WALL,2,8,The Prince of Winterfell
I didn't.,JON SNOW,WALL,2,8,The Prince of Winterfell
The others?,JON SNOW,WALL,2,8,The Prince of Winterfell
They died because of me.,JON SNOW,WALL,2,8,The Prince of Winterfell
They'll never trust me.,JON SNOW,WALL,2,8,The Prince of Winterfell
What?,JON SNOW,WALL,2,8,The Prince of Winterfell
" Never swung a sword before, have you? You look like a baby with a rattle.",JON SNOW,WALL,2,10,Valar Morghulis
Careful with that. You might cut yourself.,JON SNOW,WALL,2,10,Valar Morghulis
Stop!,JON SNOW,WALL,2,10,Valar Morghulis
"  If I'm a traitor, then you are, too.",JON SNOW,WALL,3,1,Valar Dohaeris
" Because when I told the Lord Commander, he already knew. Thousands of years ago, the First Men battled the White Walkers and defeated them. I want to fight for the side that fights for the living. Did I come to the right place?",JON SNOW,WALL,3,1,Valar Dohaeris
" When I'm free, will I be free to go?",JON SNOW,WALL,3,1,Valar Dohaeris
(Hesitates.) I want to be free.,JON SNOW,WALL,3,1,Valar Dohaeris
(Nods),JON SNOW,WALL,3,1,Valar Dohaeris
He wants me to lead one day.,JON SNOW,WALL,3,1,Valar Dohaeris
I saw Craster take his own baby boy and leave it in the woods. I saw what took it.,JON SNOW,WALL,3,1,Valar Dohaeris
Jon Snow.,JON SNOW,WALL,3,1,Valar Dohaeris
Mance was a ranger.,JON SNOW,WALL,3,1,Valar Dohaeris
My father told me big men fall just as quick as little ones if you put a sword through their hearts.,JON SNOW,WALL,3,1,Valar Dohaeris
The Lord Commander sent me to the Halfhand for seasoning.,JON SNOW,WALL,3,1,Valar Dohaeris
We stopped at Craster's Keep on the way north. I saw...,JON SNOW,WALL,3,1,Valar Dohaeris
What happened to their fathers?,JON SNOW,WALL,3,1,Valar Dohaeris
Your Grace.,JON SNOW,WALL,3,1,Valar Dohaeris
" Don't think too much, Bran.",JON SNOW,WALL,3,2,"Dark Wings, Dark Words"
I understand.,JON SNOW,WALL,3,2,"Dark Wings, Dark Words"
No.,JON SNOW,WALL,3,2,"Dark Wings, Dark Words"
Relax your bow arm.,JON SNOW,WALL,3,2,"Dark Wings, Dark Words"
What's wrong with him?,JON SNOW,WALL,3,2,"Dark Wings, Dark Words"
Yes.,JON SNOW,WALL,3,2,"Dark Wings, Dark Words"
You want to protect your people.,JON SNOW,WALL,3,2,"Dark Wings, Dark Words"
(Nods),JON SNOW,WALL,3,3,Walk of Punishment
About 300.,JON SNOW,WALL,3,3,Walk of Punishment
Do you think anyone got away?,JON SNOW,WALL,3,3,Walk of Punishment
It's only horses. No men.,JON SNOW,WALL,3,3,Walk of Punishment
"1,000",JON SNOW,WALL,3,5,Kissed by Fire
" It varies. If I knew where on the Wall we were heading, I could tell you.",JON SNOW,WALL,3,5,Kissed by Fire
" Yeah, thanks. I think I've heard enough. We'd best get back. Tormund--",JON SNOW,WALL,3,5,Kissed by Fire
(nods),JON SNOW,WALL,3,5,Kissed by Fire
1000 men,JON SNOW,WALL,3,5,Kissed by Fire
Castle Black.,JON SNOW,WALL,3,5,Kissed by Fire
Eastwatch-by-the-Sea and the Shadow Tower.,JON SNOW,WALL,3,5,Kissed by Fire
Give it back.,JON SNOW,WALL,3,5,Kissed by Fire
I don't know. I just wanted to kiss you there is all.,JON SNOW,WALL,3,5,Kissed by Fire
I don't need you to protect me.,JON SNOW,WALL,3,5,Kissed by Fire
I was a man of the Night's Watch. How about you? Were you a maid?,JON SNOW,WALL,3,5,Kissed by Fire
There's been no one else. Only you.,JON SNOW,WALL,3,5,Kissed by Fire
Three.,JON SNOW,WALL,3,5,Kissed by Fire
We shouldn't.,JON SNOW,WALL,3,5,Kissed by Fire
What happens to your eagle after I kill you? Does he drift away like a kite with his strings cut or does he just flop dead to the ground?,JON SNOW,WALL,3,5,Kissed by Fire
Who was he?,JON SNOW,WALL,3,5,Kissed by Fire
Ygritte! Seven hells. Ygritte!,JON SNOW,WALL,3,5,Kissed by Fire
Ygritte! Ygritte!,JON SNOW,WALL,3,5,Kissed by Fire
Ygritte.,JON SNOW,WALL,3,5,Kissed by Fire
You seemed to like it.,JON SNOW,WALL,3,5,Kissed by Fire
(grunts),JON SNOW,WALL,3,6,The Climb
(grunts),JON SNOW,WALL,3,6,The Climb
(screams),JON SNOW,WALL,3,6,The Climb
Aren't you?,JON SNOW,WALL,3,6,The Climb
Can we not talk about that here?,JON SNOW,WALL,3,6,The Climb
Did I seem scared the other day?,JON SNOW,WALL,3,6,The Climb
I won't.,JON SNOW,WALL,3,6,The Climb
Only in the beginning.,JON SNOW,WALL,3,6,The Climb
Take my hand!,JON SNOW,WALL,3,6,The Climb
What secret?,JON SNOW,WALL,3,6,The Climb
You ever climbed it before?,JON SNOW,WALL,3,6,The Climb
You kill someone for them?,JON SNOW,WALL,3,6,The Climb
"  About a week, I think.",JON SNOW,WALL,3,7,The Bear and the Maiden Fair
"  Every boy in the North knows it. We grow up learning it. Where the battles were fought, the names of the heroes, who died where. Six times you've invaded and six times you've failed. The seventh will be the same.",JON SNOW,WALL,3,7,The Bear and the Maiden Fair
"  Most of the time, yes.",JON SNOW,WALL,3,7,The Bear and the Maiden Fair
"  They don't, really. It's a great honor to carry your house sigil.",JON SNOW,WALL,3,7,The Bear and the Maiden Fair
"  When we went to Castle Black, we took the kingsroad.",JON SNOW,WALL,3,7,The Bear and the Maiden Fair
" I do. I know it. If you attack the Wall, you'll die. All of you.",JON SNOW,WALL,3,7,The Bear and the Maiden Fair
" If you're impressed by a windmill, you'd be swooning if you saw the Great Keep at Winterfell.",JON SNOW,WALL,3,7,The Bear and the Maiden Fair
" No. No, you're just gonna light the biggest fire the North has ever seen to let them know you're coming.",JON SNOW,WALL,3,7,The Bear and the Maiden Fair
" Six times in the last thousand years, a King has attacked the kingdoms. Six times they failed.",JON SNOW,WALL,3,7,The Bear and the Maiden Fair
" Yes, first we'll live.",JON SNOW,WALL,3,7,The Bear and the Maiden Fair
" Ygritte. You won't win. I know your people are brave, no one denies that.",JON SNOW,WALL,3,7,The Bear and the Maiden Fair
And are you gonna share it with me? The deep wisdom you found inside the head of a bird?,JON SNOW,WALL,3,7,The Bear and the Maiden Fair
Fainting.,JON SNOW,WALL,3,7,The Bear and the Maiden Fair
I know you cut me loose on the Wall.,JON SNOW,WALL,3,7,The Bear and the Maiden Fair
I'd like to see you in a silk dress.,JON SNOW,WALL,3,7,The Bear and the Maiden Fair
It's a windmill.,JON SNOW,WALL,3,7,The Bear and the Maiden Fair
It's too far away.,JON SNOW,WALL,3,7,The Bear and the Maiden Fair
Just the men who used to live here.,JON SNOW,WALL,3,7,The Bear and the Maiden Fair
Maybe one day I'll take you to Winterfell.,JON SNOW,WALL,3,7,The Bear and the Maiden Fair
So I could tear it off you.,JON SNOW,WALL,3,7,The Bear and the Maiden Fair
They help the men march.,JON SNOW,WALL,3,7,The Bear and the Maiden Fair
Usually it's the young boys banging the drums.,JON SNOW,WALL,3,7,The Bear and the Maiden Fair
Well not all girls are like you.,JON SNOW,WALL,3,7,The Bear and the Maiden Fair
When a girl sees blood and collapses.,JON SNOW,WALL,3,7,The Bear and the Maiden Fair
Winterfell has towers three times that size.,JON SNOW,WALL,3,7,The Bear and the Maiden Fair
You don't have the discipline. You don't have the training. Your army is no army. You don't know how to fight together.,JON SNOW,WALL,3,7,The Bear and the Maiden Fair
You're gonna scare it off.,JON SNOW,WALL,3,7,The Bear and the Maiden Fair
He breeds them for the Watch.,JON SNOW,WALL,3,9,The Rains of Castamere
The Watch might send a few men looking for a horse thief.  They’ll send a lot more to hunt down murderers.,JON SNOW,WALL,3,9,The Rains of Castamere
The Watch protects him.,JON SNOW,WALL,3,9,The Rains of Castamere
We just take the horses and go.  The old man’s no threat.,JON SNOW,WALL,3,9,The Rains of Castamere
Ygritte!,JON SNOW,WALL,3,9,The Rains of Castamere
You were right the whole time.,JON SNOW,WALL,3,9,The Rains of Castamere
" Ygritte, you know I didn't have a choice. You always knew who I was, what I am.",JON SNOW,WALL,3,10,Mhysa
I do know some things. I know I love you.,JON SNOW,WALL,3,10,Mhysa
I have to go home now. I know you won't hurt me.,JON SNOW,WALL,3,10,Mhysa
I know you love me. But I have to go home now.,JON SNOW,WALL,3,10,Mhysa
Pyp? Sam?,JON SNOW,WALL,3,10,Mhysa
" 100,000. He's united the Thenns, the Hornfoots, the ice-river clans. He has giants fighting for him.",JON SNOW,WALL,4,1,Two Swords
" Aye, I talk like a wildling. I ate with the wildlings. I climbed the Wall with the wildlings. I... I laid with a wildling girl.",JON SNOW,WALL,4,1,Two Swords
" Have you ever been beyond the Wall, ser?",JON SNOW,WALL,4,1,Two Swords
" Last time I saw him, he was in the courtyard at Winterfell. ""He said, "" Next time I see you, you'll be all in black."" I was jealous of Robb my whole life. (Winces) The way my father looked at him, I wanted that. He was better than me at everything... fighting and hunting and riding and girls. Gods, the girls loved him. I wanted to hate him, but I never could.",JON SNOW,WALL,4,1,Two Swords
" Then you'd know he'd do anything to defend the Wall. The free folk would have boiled him alive, but letting me kill him...",JON SNOW,WALL,4,1,Two Swords
" While we sit here debating which rules I broke, Mance Rayder marches on the Wall with an army of 100,000.",JON SNOW,WALL,4,1,Two Swords
(Chuckles),JON SNOW,WALL,4,1,Two Swords
And now you're here. You must not have been very good at your job.,JON SNOW,WALL,4,1,Two Swords
Do you intend to execute me or am I free to go?,JON SNOW,WALL,4,1,Two Swords
He wanted me to kill him.,JON SNOW,WALL,4,1,Two Swords
He's wanted to hang me for a while. Now's his chance.,JON SNOW,WALL,4,1,Two Swords
I didn't murder him.,JON SNOW,WALL,4,1,Two Swords
I do.,JON SNOW,WALL,4,1,Two Swords
I've done plenty wrong.,JON SNOW,WALL,4,1,Two Swords
The Halfhand believed our only chance to stop Mance was to get a man inside his army.,JON SNOW,WALL,4,1,Two Swords
There's a band of wildlings south of the Wall already led by Tormund Giantsbane. I killed their warg and three others. They shot me full of arrows. Their orders are to attack Castle Black from the south when Mance hits it from the north. The signal for the attack will be a bonfire. Mance said it would be the greatest fire the North has ever seen. That's the truth. All the truth.,JON SNOW,WALL,4,1,Two Swords
